Country,Country_code,Continent,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
India,IND,Asia,850.0,1004.0,1004.0,925.0,955.0,969.0,1044.0,1052.0,1050.0,1025.0,1047.0,979.0,987.0,1116.0,1111.0,1101.0,1098.0,1073.0,1130.0,1101.0,1132.0,1111.0,968.0,1100.0,1012.0,1082.0,1117.0,1070.0,1111.0,1113.0,1137.0,1125.0,1125.0,1160.0,1157.0,1133.0,1130.0,1116.0,1111.0,1084.0,1111.0,1078.0,1065.0,1074.0,1093.0,1101.0,1082.0,1113.0,1089.0,1058.0,991.0,985.0,983.0,995.0,987.0,993.0,1003.0,1047.0,1071.0,1078.0,1117.0,1084.0,1141.0,1143.0,1200.0,1208.0,1208.0,1242.0,1309.0,1229.0,1215.0,1286.0,1290.0,1347.0,1384.0,1364.0,1329.0,1360.0,1344.0,1430.0,1417.0,1494.0,1540.0,1427.0,1495.0,1557.0,1570.0,1663.0,1690.0,1720.0,1755.0,1793.0,1938.0,2024.0,2087.0,2062.3101938964883,2115.257442888654,2176.42775467962,2254.898856530933,2355.963213949457,2475.56805896638,2514.0217106960536,2611.781380479922,2707.7406339436475,2753.08550705882,2837.855531149952,2870.923633325692,3035.9225160240767,3212.5110336341645,3396.6487023021523,3629.4110758938496,3870.6989456960296,4030.654378070055,4270.707793828763,4525.745476807693,4768.0,4982.083174923584,5224.144726688181,5524.114583596415,5869.846531869248,6326.064423371508
Ireland,IRL,Europe,,,,,,,,,,,,,,,,,,4361.0,,,,,,,,4038.0,4141.0,4105.0,4095.0,4101.0,4100.0,4229.0,4363.0,4501.0,4618.0,4737.0,4599.0,4463.0,4594.0,4728.0,4865.0,4713.0,4865.0,4865.0,4865.0,4865.0,4865.0,4865.0,4865.0,4812.0,4865.0,4929.0,5149.0,5426.0,5504.0,5649.0,5805.0,5973.0,6048.0,6248.0,6212.0,6239.0,6169.0,6437.0,6825.0,7186.0,7390.0,7685.0,7948.0,8051.0,8097.0,8531.0,9197.0,9706.0,9881.0,10128.0,10621.0,10946.0,11225.0,11662.0,11639.0,12425.0,13150.0,13335.0,13614.0,13893.0,14061.0,13931.0,14435.0,14834.0,14768.0,15458.0,16313.0,17343.0,18838.0,19253.943451180472,20032.71869037672,20627.07857240413,22004.81391530033,24266.14221519152,26562.90898441493,29455.920349476623,31908.647904032827,35377.16219328252,38806.50135741528,40966.33297006363,43012.8146170694,44372.75640648108,47028.86473517585,49223.383055229664,51296.19441464795,52322.23125306971,49583.14152629393,47375.73453925263,48623.81051558438,48980.0,47360.089597748025,48181.23598101256,50732.345955199584,53196.599376056205,53686.84351157244
Iran,IRN,Asia,,,,,,,,,,,,,,,,,,1275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2742.0,2668.0,2597.0,2531.0,2464.0,2397.0,2541.0,2817.0,3057.0,3226.0,3437.0,3622.0,3586.0,3867.0,4026.0,4388.0,4686.0,5062.0,5659.0,6212.0,6677.0,7296.0,8247.0,8706.0,9210.0,9377.0,10665.0,10205.0,8710.0,7678.0,6334.0,5887.0,6535.0,7108.0,6951.0,6853.0,5984.0,5713.0,5249.0,5303.0,5620.0,6380.549889731056,7036.31509003198,6914.766598101254,6884.7061961862,7093.734930216464,7746.409015083896,8113.724178576165,8458.386358180955,8714.626643387242,9104.762991179769,9620.626663182067,10467.370641552168,11502.85215860978,12404.323660768205,13110.142347710524,14185.753313532065,15467.10742416923,15739.983881581284,16575.071120040935,17751.330795081885,18024.0,17556.53301880436,16842.896925218112,17449.937473101483,16922.88101385683,17738.059459515636
Iraq,IRQ,Asia,,,,,,,,,,,,,,,,,,1275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174.0,2303.0,2482.0,3394.0,3926.0,3663.0,3808.0,3666.0,3974.0,4022.0,4360.0,4720.0,4809.0,4578.0,4965.0,5241.0,5338.0,5043.0,5745.0,5745.0,5536.0,5686.0,5297.0,5982.0,6097.0,6878.0,8007.0,7957.0,9075.0,10769.0,10165.0,8035.0,7704.0,6805.0,6593.0,6268.0,5992.0,6052.0,4635.0,4098.0,3918.0,1518.7420827848096,2046.1808843965368,2132.382324701761,2108.538005938978,1996.927799657097,2337.522653401465,2337.9478790562657,2794.7864918705027,3157.11246136115,3649.492947483389,4147.648519530656,4631.652538346694,3782.4526380147104,6061.554618446105,6441.4102161774845,7117.613505477812,7587.605673425583,8587.264719996962,9268.7091555216,10274.330304873409,11484.0,12521.54122818344,12877.204591609185,12559.503483328872,12574.507434070309,14173.762245477825
Iceland,ISL,Europe,2291.2607356266662,2276.316540353143,2207.960130051235,2205.3681103838035,2289.473346420527,2391.6582949844374,2447.6422064748663,2445.653896096301,2460.7970213221947,2623.7151912500126,2682.6044606408504,2780.3992281169144,2766.6389014715915,2739.8945558528417,2920.3021409349453,3037.1960403739977,3067.855593092461,3211.540083167065,3139.0824298576567,3074.8153028047805,2716.3971536412587,2662.765309300836,2496.699876634393,2889.741518971653,2450.505495821912,2683.5315048300727,3011.7320050700346,2851.399256436672,3028.7258410897493,3037.051544903333,3258.5618399185823,3575.7673866716827,3706.46207301772,3918.666445798105,4337.207276382139,4251.34127237517,4068.9982497060223,4475.0005923617455,4500.28437330674,4331.850982657139,4312.97492634776,4479.190301527717,4483.767367760114,4980.0405085893935,5235.019192103465,5916.152678445547,6832.139662947048,7198.453652508504,7775.635881536488,8282.079854809435,8490.288566243193,9230.586206896553,9215.163339382942,8868.14882032668,8498.0,8080.0,8823.0,8886.0,9446.0,10096.0,10323.0,10079.0,10568.0,10702.0,10959.0,10728.0,11435.0,12366.0,13386.0,14100.0,15058.0,14642.0,13648.0,13880.0,14830.0,16606.0,17366.0,18277.0,19054.0,18935.0,19877.0,21465.0,22579.0,23443.0,24528.0,25284.0,25477.0,24605.0,25357.0,25990.0,27439.0,29576.0,28934.0,28652.0,28760.0,28258.016773918625,26859.281947711668,26833.80124049222,27457.806857299725,27235.83329727804,28277.78713527553,29939.14278341433,31444.61598472512,32186.931121894468,33108.29099103723,33794.45145581882,33470.49477312857,33920.70867149926,36209.24391769578,37884.05696917531,38707.21313863168,41111.15433172196,40810.229086209285,37701.851081884684,36272.68701148201,36740.0,36933.89395710618,38245.497349293546,38463.028443709096,39756.52712742219,41682.867768726086
Israel,ISR,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4490.0,5035.0,4828.0,4638.0,5378.0,5899.0,6153.0,6363.0,6550.0,7175.0,7433.0,7964.0,8396.0,8915.0,9430.0,9997.0,9867.0,9918.0,11210.0,12310.0,12913.0,13885.0,15108.0,15374.0,15980.0,16176.0,16053.0,15721.0,16139.0,16761.0,17508.0,18103.0,18155.0,18468.0,18305.0,18605.0,19160.0,20196.0,20256.0,20091.0,20829.0,20912.94059462437,21531.596141653485,21484.9793858044,22128.804684392304,23378.15952818054,23979.995274983416,24226.731187719328,24506.160735323432,24644.204273032487,26058.84058707257,25427.319382366648,24823.552894204004,24545.245047545737,25210.87875613714,25686.405701767577,26571.25544327105,27624.88310216695,27857.61866769685,27644.69749458088,28575.531463220977,29370.0,29580.83529937477,30316.601574343185,30906.148225450244,31050.40794692868,31822.87480265819
Italy,ITA,Europe,3153.0,3158.0,3145.0,3180.0,3264.0,3317.0,3371.0,3402.0,3461.0,3532.0,3652.0,3716.0,3795.0,3826.0,3829.0,3870.0,3875.0,4057.0,3835.0,3642.0,3942.0,3955.0,3856.0,3701.0,3789.0,3660.0,3928.0,4248.0,4324.0,4580.0,4576.0,4454.0,4693.0,4889.0,4631.0,4538.0,4602.0,4514.0,4466.0,4670.0,4471.0,4879.0,4981.0,5246.0,5099.0,4967.0,4661.0,3931.0,3162.0,2831.0,3805.0,4498.0,4814.0,5188.0,5582.0,5958.0,6371.0,6790.0,7092.0,7453.0,7745.0,8158.0,8544.0,9011.0,9430.0,10158.0,10882.0,11576.0,11934.0,12111.0,12659.0,13476.0,14513.0,15248.0,15492.0,15683.0,16035.0,16950.0,17607.0,17123.0,18147.0,18599.0,19230.0,20275.0,20959.0,21041.0,21123.0,21345.0,21868.0,22469.0,23106.0,23824.0,24743.0,25454.0,26003.0,26570.36300367689,26960.610843483308,26902.39822312496,27668.257997101344,28666.35229534556,29231.2756037388,29960.69977713035,30649.629116416458,31340.481406663963,32716.980050789483,33511.43329684468,33780.05399122097,33917.79936684082,34472.12756983194,34872.12660694891,35713.80418293189,36310.7349426204,35942.93934612822,34055.22557284515,34765.93789539188,35151.0,34010.03518715312,33317.24412503938,33310.70502999905,33620.74085374743,34120.422176858934
Jamaica,JAM,America,,,,,926.0,,,,,,,,,,,,,974.0,,,,,,,,,,,,1078.0,,,,1116.0,,,,1154.0,,,,,1549.0,,,,1546.0,1833.0,,,2628.0,2410.0,,,2115.0,2251.0,2397.0,2695.0,2962.0,3220.0,3491.0,3934.0,3918.0,4050.0,4230.0,4307.0,4339.0,4395.0,4629.0,4894.0,4988.0,5066.0,5235.0,5547.0,6135.0,6062.0,6150.0,6583.0,6229.0,6129.0,5681.0,5501.0,5482.0,5318.0,4975.0,5040.0,5019.0,5117.0,5059.0,4814.0,4884.0,5254.0,5397.0,5748.0,6035.0,6116.583318077087,6292.028858163386,6414.47499695309,6517.051589697604,6656.283221580563,6648.933156931844,6523.636361939611,6432.652956466898,6485.322820069727,6531.284758137969,6615.192956377066,6660.763022472471,6908.666752574545,7004.984536464446,7073.770270170164,7286.966682587152,7402.178408572077,7353.107126878644,7115.373072990181,7025.930177209058,7141.0,7119.505553796556,7147.53380579895,7198.430289774914,7268.231183366261,7381.332418247254
Jordan,JOR,Asia,,,,,,,,,,,,,,,,,,1594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2651.0,2702.0,2751.0,2801.0,2848.0,2590.0,3410.0,3354.0,3539.0,3645.0,3714.0,4280.0,4176.0,4222.0,4752.0,5074.0,5000.0,4876.0,4262.0,4420.0,3818.0,3771.0,3754.0,3806.0,3995.0,4117.0,4935.0,5072.0,5926.0,6247.0,7141.0,7176.0,7401.0,7262.0,7599.0,7578.0,7973.0,7911.0,7571.0,6540.0,6044.0,5900.509320292871,6456.12314842036,6460.662824138845,6538.173254234838,6760.108465082189,6783.22904950219,6942.458967216002,7120.493691528883,7340.493689376685,7621.840619610805,7982.74070250386,8394.055084111911,8669.624649470688,9288.616596052056,9860.808145249524,10404.5617208557,10938.804383314186,11378.25625939966,11651.24975116796,11601.087537414784,11615.0,11704.65707101586,10834.426020005509,9765.810696665814,9307.248097850334,9149.412159168984
Japan,JPN,Asia,1904.44316682,1904.51098668,2232.8545281600004,2104.5571817100003,2123.25060819,2161.51483428,2012.76705888,2203.87163451,2178.9910617,2111.25102447,2328.97726425,2358.2204870100004,2356.91760126,2333.20124235,2316.97590609,2399.77477131,2419.7094901200003,2430.62504205,2357.80394835,2512.06480389,2829.2870951400005,2940.62584185,2973.4880016,3219.3054010200003,2973.9622842900003,3244.35210021,3243.83007618,3243.54978144,3316.3571931900005,3414.3539652900004,3358.5393366900003,3346.89218283,3554.11569192,3665.08668594,3334.10818374,3320.8106718900003,3529.2878625900003,3786.8017329,3755.68783221,3825.3029961900006,3985.5455811900006,4074.92227323,4256.84109609,4803.78281109,4882.39852782,4986.240000000001,4938.54,4825.650000000001,4816.110000000001,3677.67,2771.3700000000003,2710.9500000000003,2857.23,2866.77,3062.0,3389.0,3724.0,3944.0,4116.0,4417.0,4699.0,4999.0,5243.0,5665.0,6354.0,7055.0,7614.0,8176.0,9035.0,9459.0,10370.0,11400.0,12725.0,14145.0,15484.0,16004.0,17110.0,18226.0,17765.0,18082.0,18600.0,19230.0,20060.0,20982.0,21404.0,21924.0,22440.0,22805.0,23548.0,24437.0,24992.0,25904.0,27393.0,28601.0,29949.0,30837.43073704086,30977.814490431163,30920.65926831172,31135.42722574577,31887.277635764545,32784.158185979286,33038.29300139854,32558.186616065806,32394.51549054036,33210.80781599041,33246.39206634778,33195.40047589572,33619.94807056829,34313.55688470585,34857.755819604856,35333.11309237394,35892.7127732509,35496.22745171,33590.01094460268,35011.4025017665,34979.0,35537.438764156825,36312.34651581893,36440.2154003201,37053.174046739085,37384.55705421662
Kazakhstan,KAZ,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12154.0,,,,,,,11899.0,11604.0,11322.0,11735.0,11553.0,11545.0,11576.0,11389.0,12256.0,12153.0,11888.0,10557.11546438078,10012.611157722837,9173.637280947603,8178.790803694124,7674.063238419553,7826.857651200674,8093.795999765463,8088.648031706908,8421.348060463917,9309.419465185802,10589.102835279044,11640.180095676627,12726.286825699914,13929.729757013873,15233.840763004664,16786.554765093286,18181.05982153986,18665.76533203543,18750.54028357708,19964.52992298857,21302.0,22089.923718804268,23110.025408993835,23819.74787260592,23782.56175517557,23731.51139526774
Kenya,KEN,Africa,,,,,,,,,652.1382488479261,597.9262672811058,602.7096774193546,612.2764976958523,629.8156682027646,628.2211981566817,733.4562211981563,672.8663594470042,687.2165898617508,717.5115207373268,,,,,,,,,,,,,1002.9216589861746,1154.3963133640548,1068.2949308755756,907.253456221198,1122.506912442396,1077.861751152073,1058.728110599078,1152.801843317972,1012.4884792626726,1049.1612903225805,1230.930875576037,1042.7834101382489,1127.2903225806451,,,1128.884792626728,1112.9400921658985,942.3317972350228,1119.3179723502303,1061.9170506912442,,,,,1038.0,1229.0,1063.0,1009.0,1095.0,1144.0,1173.0,1176.0,1156.0,1148.0,1157.0,1093.0,1117.0,1138.0,1208.0,1184.0,1294.0,1317.0,1366.0,1404.0,1458.0,1500.0,1524.0,1546.0,1564.0,1502.0,1503.0,1580.0,1656.0,1651.0,1675.0,1647.0,1680.0,1627.0,1594.0,1604.0,1658.0,1698.0,1741.0,1761.0,1780.0,1777.783780548638,1724.8744312691024,1698.254146224367,1729.717161151452,1789.894544052528,1851.281382152428,1846.373835766398,1889.9731036684595,1920.8339449326857,1914.8863918102004,1972.381106140012,1961.894939841612,1997.776820025734,2066.210198119626,2157.841569544736,2255.2585651583754,2380.7763326176305,2357.2325411299603,2404.629579916276,2579.53091765354,2712.0,2754.764533971864,2786.1372064414063,2852.933016462436,2921.342653418094,2975.479467174077
Kyrgyzstan,KGZ,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5941.0,,,,,,,5848.0,5789.0,5726.0,5992.0,5952.0,5616.0,5413.0,5241.0,5679.0,5719.0,5742.0,5161.904116044311,4362.11265416902,3764.9421123625634,2993.827819366951,2776.0303102192483,2901.554193957308,3114.674956345208,3105.961049913123,3144.4611549683736,3246.3830690680416,3357.9930090418734,3299.2459997492856,3464.82014694552,3632.147095515402,3554.1856553323405,3594.565237588054,3831.494819860611,4046.7207864801935,4075.833939994029,3977.648892565457,4142.0,4103.819897525385,4509.751501507293,4644.326135023042,4772.759897971902,4925.409447470012
Cambodia,KHM,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.0,775.0,803.0,792.0,864.0,826.0,912.0,947.0,969.0,1036.0,1070.0,1031.0,1084.0,1135.0,1074.0,1095.0,1116.0,1143.0,1164.0,1151.0,1031.0,980.0,920.0,1239.0,1049.0,925.0,1025.0,1143.0,1291.0,1325.0,1320.0,1301.0,1358.0,1412.0,1476.0,1540.0,1578.0,1490.0,1473.0,1455.0,1404.0,1425.045553471786,1427.2857310323895,1384.292501749733,1416.463739162818,1439.2865435327358,1450.5251233663794,1466.3666982038446,1476.2960083316154,1586.2104587694364,1659.0890898348373,1726.471284318923,1770.9571137654857,1850.2042883747308,1965.8786389334944,2144.844986180705,2286.3846663963645,2422.7565010500275,2482.006831285139,2433.306125136748,2426.686966284998,2496.0,2649.3060781211075,2813.6703885181205,2982.72858537496,3149.874166498582,3312.081491905084
South Korea,KOR,Asia,,,,,,,,,,,,,,,,1107.5587420997613,1090.438067258097,1171.0438866493942,1254.401853717419,1261.2613796333096,1314.9943736631164,1366.1465587665084,1427.0303064876955,1363.1521139219303,1428.8164239337386,1473.8791403651344,1492.981114736022,1505.5022762266144,1422.14929874806,1469.888162888698,1529.5437953420633,1611.7196984471784,1492.9369724339635,1495.8642748740356,1637.2097973846433,1620.7774263631186,1620.9445631023443,1655.0253250732308,1673.303162387278,1759.5970076148988,1692.8866426955324,2005.749124879287,1935.096378098835,1610.7311963717073,1975.236134586235,2107.2474838148382,1645.721991887615,1685.938748423446,,,915.7651048089972,937.262686713904,1098.8715461963814,1188.9807347339715,998.088764411796,990.770029025074,1038.0410261950483,1316.6910764320132,1372.67979924528,1411.3336020350232,1381.982768545267,1466.7677305134096,1517.8838636962494,1555.727196550563,1547.6917726385554,1605.8467768315743,1620.4901655138297,1720.8241206727105,1834.977812541396,1917.4283186799933,2093.887981327928,2232.0535060559173,2468.4835845801817,2764.1533662615707,2974.8072732956584,3221.674493775072,3387.8905346118213,3822.045799463185,4112.601325032374,4362.006746706523,4855.940724881614,5367.794887355466,5856.49651833948,6265.886205249983,6064.040092821813,6398.8511360217,6821.474936083777,7611.734139861028,8303.518986307037,8859.355336346227,9756.205450692703,10864.97413160522,12039.9457868355,12759.489612075164,13874.0,15056.160326567746,15712.0022092603,16503.433857817592,17720.395308373292,19089.29912557484,20204.56136547132,21055.94615644955,19624.6915876868,21540.692575222503,23108.01753676168,23804.43768515713,25250.637414954017,25679.246561200725,26646.503286459843,27443.283376883013,28516.48377555677,29716.57042027781,30117.728576767186,29967.563070262888,31537.77292717932,32225.0,32826.48165051375,33711.65548677562,34573.08841234377,35357.51986279728,36255.23836314979
Kuwait,KWT,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46031.0,47464.0,47856.0,49989.0,52920.0,51417.0,52404.0,50126.0,47671.0,47131.0,45929.0,41622.0,42150.0,40377.0,40333.0,37511.0,38335.0,35720.0,35546.0,33415.0,48927.0,49302.0,48283.0,42542.0,34962.0,28950.0,28956.0,26168.0,26363.0,28174.0,21154.0,16402.0,13845.0,14292.0,14384.0,13015.0,13509.0,12416.0,12317.0,12701.0,9757.0,6310.906841937073,12965.066926616888,19955.314329145524,24532.413492222782,27552.960982288823,29612.660098999528,31511.19130335695,33331.29862444811,33351.194990545264,35844.74752408508,37225.8694104754,39943.14816272846,48809.71276230893,55911.79359991091,62959.60142173128,68546.14288731133,73096.87097345167,75138.1196927745,70072.72938394904,68865.3096214215,77126.0,80657.13443775402,80098.63837776096,79103.41717825482,78261.19827106388,79289.1733374591
Laos,LAO,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.0,706.0,714.0,722.0,730.0,738.0,744.0,751.0,759.0,765.0,771.0,779.0,787.0,794.0,802.0,810.0,818.0,826.0,834.0,842.0,850.0,875.0,886.0,944.0,958.0,999.0,1023.0,993.0,991.0,966.0,1054.0,1199.0,1256.0,1283.0,1344.0,1382.0,1409.0,1350.0,1286.0,1428.0,1481.0,1512.4798702285682,1563.9057366520678,1622.5545160828326,1718.115856298488,1801.544015553444,1899.895867309289,2002.2359892027025,2050.8838106292883,2167.7796233975246,2262.235649025405,2365.103336354576,2486.9891913870906,2625.348218633138,2784.680091441686,2948.699618236258,2896.1354787623054,3389.364066917482,3614.476826887085,3843.829749938656,4114.010276081498,4401.0,4670.0,4961.0,5251.0,5559.0,5859.663318233265
Lebanon,LBN,Asia,,,,,,,,,,,,,,,,,,2311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3872.0,5150.0,5327.0,5968.0,6668.0,7010.0,6663.0,6599.0,5510.0,5818.0,5812.0,6027.0,6089.0,5973.0,6156.0,6572.0,6811.0,6295.0,6876.0,6824.0,7084.0,7533.0,8228.0,8397.0,8383.0,5742.0,2442.0,4417.0,4218.0,4536.0,4608.0,4549.0,2823.0,3402.0,4828.0,5895.0,5400.0,6202.0,4385.0,2488.0,3086.0,4326.299404533239,4618.005428583986,5053.280309316094,5585.666968395444,6095.39700691427,6567.400634391225,6581.053121520845,6994.156938647532,7147.55479752894,7405.707026321809,7836.826603495309,8248.10023107528,8671.187789419218,9491.610652176803,9933.081890460697,10236.86827626687,11276.506686752524,12479.10771337445,14039.34617129224,15622.367105111432,16230.0,16284.7630230297,15145.569358256793,13586.273768366233,12982.721189076505,13073.556155530465
Liberia,LBR,Africa,1398.1835793357934,1337.140221402214,1337.140221402214,1421.4381918819188,1401.090405904059,1363.3016605166051,1395.2767527675278,1479.5747232472324,1467.9474169741698,1427.2518450184502,1549.338560885609,1590.0341328413288,1590.0341328413288,1622.0092250922512,1613.288745387454,1627.8228782287824,1683.0525830258305,1709.2140221402217,1528.9907749077493,1395.2767527675278,1322.6060885608856,1360.3948339483393,1383.6494464944649,1401.0904059040588,1424.3450184501842,1372.022140221402,1421.4381918819186,1456.3201107011068,1511.5498154981549,1598.7546125461251,1566.7795202952027,1555.15221402214,1517.363468634686,1514.4566420664205,1383.6494464944649,1357.4880073800737,1360.3948339483393,1348.7675276752766,1337.140221402214,1369.1153136531364,1465.040590405904,1572.5931734317342,1549.3385608856088,1636.5433579335793,1680.1457564575644,1840.021217712177,1985.3625461254608,2162.678966789668,2284.7656826568264,2354.529520295203,2342.90221402214,2267.324723247232,2360.343173431734,2348.7158671586712,3151.0,3257.0,3277.0,3325.0,3427.0,3454.0,3494.0,3537.0,3545.0,3655.0,3674.0,3663.0,3612.0,3598.0,3679.0,3639.0,4208.0,4065.0,4136.0,4309.0,4457.0,4544.0,4568.0,4603.0,4616.0,4326.0,4415.0,4339.0,4463.0,4546.0,4138.0,3862.0,3813.0,3572.0,3443.0,3269.0,3129.0,3084.0,3070.0,3054.0,1690.0,1568.4043286983122,915.120585248132,560.3330147474942,418.1215821449746,377.58008600533714,391.0859171717719,701.7853850108825,772.6764682845994,848.4211681365946,971.9330161461148,1097.2495869058737,1342.758761250616,851.9109502106338,760.8757761095105,755.2235910448753,769.2929535293048,768.2070408451428,811.1580337845761,838.4520362621203,854.2349728657374,820.0,853.0,900.0,884.0,865.0,843.5262300831839
Libya,LBY,Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.0,668.0,697.0,685.0,662.0,807.0,950.0,958.0,1020.0,1063.0,1323.0,1400.0,1788.0,2322.0,3156.0,3889.0,4417.0,4733.0,6071.0,6539.0,6591.0,6008.0,6237.0,6005.0,6923.0,6872.0,8142.0,8682.0,8730.0,9086.0,8741.0,6760.0,6661.0,6237.0,5695.0,6092.0,5370.0,4465.0,4670.0,4873.0,4921.0,5977.336924783058,6113.3535083834295,6190.681383145807,6645.076570544713,6898.952376397879,7543.935430735358,8422.214675783796,8545.48067270692,9064.067319389056,9770.980438899314,10354.482576624623,10787.674732527088,12870.57452617692,14193.259007830184,16538.556629333652,18657.06165054426,20731.717782800333,25140.598828815702,26403.78804299887,29157.14208338133,12893.0,25302.51626186175,20190.090227968107,15154.098245791236,14720.547614873803,14219.171598320956
Saint Lucia,LCA,America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231.0,1254.0,1288.0,1326.0,1364.0,1400.0,1433.0,1479.0,1545.0,1623.0,1691.0,1747.0,1798.0,1849.0,1900.0,1946.0,1989.0,2036.0,2091.0,2150.0,2203.0,2265.0,2279.0,2268.0,2356.0,2428.0,2820.0,3027.0,3196.0,3247.0,3011.0,3051.0,3102.0,3229.0,3403.0,3606.0,4157.0,4224.0,4779.0,5093.0,5203.0,5270.254596019766,5737.28842208217,5804.055737735578,5945.768565259041,6095.830092752419,6330.934458708241,6344.784646072032,6831.229608176917,7111.868498438591,7191.274730625037,7014.288076158722,7141.754537060838,7602.128975099487,8322.345450112154,8418.911481220062,9135.339530732512,9377.895824374842,9931.684182477486,10061.634176036254,10058.623167880573,10255.0,10067.0,10037.0,10035.0,10185.0,10486.955408239572
Sri Lanka,LKA,Asia,1734.0,1793.0,1862.0,1967.0,2056.0,1900.0,1873.0,1953.0,1937.0,1879.0,1897.0,1965.0,1946.0,1838.0,1926.0,1849.0,1844.0,1967.0,1929.0,1811.0,1870.0,1941.0,1765.0,1859.0,1741.0,1688.0,1731.0,1699.0,1798.0,1892.0,2018.0,2010.0,2004.0,2130.0,2016.0,1918.0,1819.0,1833.0,2008.0,1887.0,1873.0,1988.0,1953.0,1890.0,1994.0,2036.0,2109.0,2047.0,1839.0,1779.0,1674.0,1710.0,1847.0,1911.0,1997.0,2061.0,2093.0,2071.0,2066.0,2131.0,2091.0,2067.0,2074.0,2048.0,2064.0,2050.0,2067.0,2058.0,2104.0,2118.0,2047.0,2181.0,2291.0,2329.0,2389.0,2322.0,2327.0,2378.0,2418.0,2434.0,2464.0,2582.0,2694.0,2815.0,2917.0,3049.0,3151.0,3268.0,3387.0,3484.0,3607.0,3590.0,3633.0,3677.0,3864.0,4214.981900863511,4020.974175499325,4247.023034623755,4500.819555298132,4702.294694659047,5187.708829550781,5628.53029882429,5440.2210189103525,5488.515373190962,5841.094138774196,5620.96581354052,5721.308690943176,5963.569712578056,6191.966443165941,6491.198233887651,6904.036139768964,7283.6321055447,7622.408932412526,7796.647424034445,8319.70286162119,8918.0,9599.044793971574,9898.523366371355,10437.810557761171,10784.184599999484,11236.11952335734
Lesotho,LSO,Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.0,657.0,666.0,682.0,708.0,719.0,735.0,749.0,764.0,773.0,813.0,813.0,918.0,995.0,1054.0,1054.0,1025.0,1113.0,1084.0,1074.0,1073.0,952.0,1108.0,1364.0,1414.0,1270.0,1447.0,1658.0,1934.0,1678.0,1589.0,1564.0,1576.0,1561.0,1589.0,1600.0,1645.0,1621.0,1736.0,1804.0,1882.0,1853.5429790111668,1914.623820451812,1903.676222578414,1924.0946524523515,1888.699020483546,1931.660774529102,1940.3105805192445,1922.6793812805745,1923.9032325474288,1967.4332743614511,1997.357609551416,1959.0278939923887,2003.08991926606,2004.060178121236,2013.807757097969,2056.3296635696347,2106.8401402624795,2177.8573505655204,2199.394858486537,2313.882128366408,2346.0,2456.0,2559.0,2644.0,2710.0,2774.5995649959696
